providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,8848,8317
GOOD SAMARITAN HOSPITAL,210056,10144,9554
GREATER BALTIMORE MEDICAL CENTER,210044,8803,8303
HARBOR HOSPITAL,210034,8020,7627
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8418,7913
JOHNS HOPKINS HOSPITAL THE,210009,19573,18481
MARYLAND GENERAL  HOSPITAL,210038,10755,10110
MERCY MEDICAL CENTER INC,210008,8564,8050
SAINT AGNES HOSPITAL,210011,9216,8684
SINAI HOSPITAL OF BALTIMORE,210012,9393,8808
UNION MEMORIAL HOSPITAL,210024,10721,10216
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,12622,11946
