providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,18389,17286
GOOD SAMARITAN HOSPITAL,210056,14510,13661
GREATER BALTIMORE MEDICAL CENTER,210044,15254,14338
HARBOR HOSPITAL,210034,21220,19946
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,29603,27856
JOHNS HOPKINS HOSPITAL THE,210009,54052,50882
MARYLAND GENERAL  HOSPITAL,210038,20979,19720
MERCY MEDICAL CENTER INC,210008,19657,18478
SAINT AGNES HOSPITAL,210011,19030,17888
SINAI HOSPITAL OF BALTIMORE,210012,18889,17777
UNION MEMORIAL HOSPITAL,210024,17421,16376
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,22332,21000
