providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,22964,21586
FRANKLIN SQUARE HOSPITAL CENTER,210015,19834,19223
GOOD SAMARITAN HOSPITAL,210056,17378,16346
GREATER BALTIMORE MEDICAL CENTER,210044,18157,17084
HARBOR HOSPITAL,210034,21599,20312
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,24813,23358
JOHNS HOPKINS HOSPITAL THE,210009,46747,44004
MARYLAND GENERAL  HOSPITAL,210038,26145,24576
MERCY MEDICAL CENTER INC,210008,29390,27627
SAINT AGNES HOSPITAL,210011,21792,20496
SINAI HOSPITAL OF BALTIMORE,210012,19090,17960
UNION MEMORIAL HOSPITAL,210024,15831,14898
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,32469,30664
