providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,25837,24286
FRANKLIN SQUARE HOSPITAL CENTER,210015,24837,23409
GOOD SAMARITAN HOSPITAL,210056,27488,26069
GREATER BALTIMORE MEDICAL CENTER,210044,32378,30435
HARBOR HOSPITAL,210034,21665,20365
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,19419,18274
JOHNS HOPKINS HOSPITAL THE,210009,37310,35170
MARYLAND GENERAL  HOSPITAL,210038,21832,20522
MERCY MEDICAL CENTER INC,210008,23284,21887
SAINT AGNES HOSPITAL,210011,24593,23118
SINAI HOSPITAL OF BALTIMORE,210012,24827,23389
UNION MEMORIAL HOSPITAL,210024,23749,22338
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,36487,34662
