providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,8598,8082
FRANKLIN SQUARE HOSPITAL CENTER,210015,5558,5258
GOOD SAMARITAN HOSPITAL,210056,6872,6492
GREATER BALTIMORE MEDICAL CENTER,210044,6727,6342
HARBOR HOSPITAL,210034,5556,5223
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8637,8179
JOHNS HOPKINS HOSPITAL THE,210009,7588,7200
MERCY MEDICAL CENTER INC,210008,7321,6919
SAINT AGNES HOSPITAL,210011,6747,6359
SINAI HOSPITAL OF BALTIMORE,210012,5948,5624
UNION MEMORIAL HOSPITAL,210024,6504,6171
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,7874,7424
