providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,8640,8121
FRANKLIN SQUARE HOSPITAL CENTER,210015,7526,7074
GOOD SAMARITAN HOSPITAL,210056,6768,6402
GREATER BALTIMORE MEDICAL CENTER,210044,8850,8319
HARBOR HOSPITAL,210034,4894,4601
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,9603,9027
JOHNS HOPKINS HOSPITAL THE,210009,16466,15554
MARYLAND GENERAL  HOSPITAL,210038,11890,11177
SAINT AGNES HOSPITAL,210011,8462,7941
SINAI HOSPITAL OF BALTIMORE,210012,8320,7860
UNION MEMORIAL HOSPITAL,210024,8008,7559
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,12079,11491
