providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,11361,10679
FRANKLIN SQUARE HOSPITAL CENTER,210015,8798,8278
GOOD SAMARITAN HOSPITAL,210056,8601,8099
GREATER BALTIMORE MEDICAL CENTER,210044,10531,9916
HARBOR HOSPITAL,210034,10407,9783
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,11774,11074
JOHNS HOPKINS HOSPITAL THE,210009,15464,14573
MARYLAND GENERAL  HOSPITAL,210038,9935,9343
MERCY MEDICAL CENTER INC,210008,9803,9238
SAINT AGNES HOSPITAL,210011,9504,8944
SINAI HOSPITAL OF BALTIMORE,210012,10162,9582
UNION MEMORIAL HOSPITAL,210024,9723,9140
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,11090,10538
