providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,14954,14057
FRANKLIN SQUARE HOSPITAL CENTER,210015,14689,13807
GOOD SAMARITAN HOSPITAL,210056,12168,11461
GREATER BALTIMORE MEDICAL CENTER,210044,14974,14094
HARBOR HOSPITAL,210034,13038,12256
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,16215,15303
JOHNS HOPKINS HOSPITAL THE,210009,36474,34358
MARYLAND GENERAL  HOSPITAL,210038,15922,14967
MERCY MEDICAL CENTER INC,210008,14841,13951
SAINT AGNES HOSPITAL,210011,14324,13467
SINAI HOSPITAL OF BALTIMORE,210012,12214,11505
UNION MEMORIAL HOSPITAL,210024,13798,12994
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,34574,32543
