providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,6524,6133
GOOD SAMARITAN HOSPITAL,210056,6429,6144
GREATER BALTIMORE MEDICAL CENTER,210044,6025,5735
HARBOR HOSPITAL,210034,7080,6655
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7706,7244
JOHNS HOPKINS HOSPITAL THE,210009,8608,8092
MARYLAND GENERAL  HOSPITAL,210038,8847,8316
SAINT AGNES HOSPITAL,210011,6339,5958
SINAI HOSPITAL OF BALTIMORE,210012,7167,6804
UNION MEMORIAL HOSPITAL,210024,6799,6391
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,5704,5361
