providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,8815,8313
GOOD SAMARITAN HOSPITAL,210056,6075,5745
GREATER BALTIMORE MEDICAL CENTER,210044,10643,10005
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,10418,9831
JOHNS HOPKINS HOSPITAL THE,210009,9992,9421
MERCY MEDICAL CENTER INC,210008,6630,6327
SAINT AGNES HOSPITAL,210011,7512,7074
SINAI HOSPITAL OF BALTIMORE,210012,7497,7082
UNION MEMORIAL HOSPITAL,210024,7637,7179
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,10428,9814
