providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,7436,6990
FRANKLIN SQUARE HOSPITAL CENTER,210015,6367,5985
GOOD SAMARITAN HOSPITAL,210056,6016,7064
GREATER BALTIMORE MEDICAL CENTER,210044,7955,7478
HARBOR HOSPITAL,210034,8265,7769
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,5992,5633
JOHNS HOPKINS HOSPITAL THE,210009,13276,12480
MARYLAND GENERAL  HOSPITAL,210038,8055,7572
MERCY MEDICAL CENTER INC,210008,5422,5097
SAINT AGNES HOSPITAL,210011,6782,6472
SINAI HOSPITAL OF BALTIMORE,210012,7028,6474
UNION MEMORIAL HOSPITAL,210024,6799,6604
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,6861,6450
