providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,9321,8792
GOOD SAMARITAN HOSPITAL,210056,10202,9855
GREATER BALTIMORE MEDICAL CENTER,210044,11352,10771
HARBOR HOSPITAL,210034,20227,19252
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,17605,16548
JOHNS HOPKINS HOSPITAL THE,210009,14481,13670
MERCY MEDICAL CENTER INC,210008,9584,9009
SAINT AGNES HOSPITAL,210011,9313,8945
SINAI HOSPITAL OF BALTIMORE,210012,16557,15718
UNION MEMORIAL HOSPITAL,210024,13036,12400
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,23085,21700
