providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,11326,10691
GOOD SAMARITAN HOSPITAL,210056,6689,6288
GREATER BALTIMORE MEDICAL CENTER,210044,8148,7659
HARBOR HOSPITAL,210034,10582,9947
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8210,7717
JOHNS HOPKINS HOSPITAL THE,210009,14820,14053
MARYLAND GENERAL  HOSPITAL,210038,12382,11639
MERCY MEDICAL CENTER INC,210008,11962,11245
SAINT AGNES HOSPITAL,210011,8053,7570
SINAI HOSPITAL OF BALTIMORE,210012,9893,9380
UNION MEMORIAL HOSPITAL,210024,13544,12910
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,10310,9691
