providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,17355,16340
GOOD SAMARITAN HOSPITAL,210056,22131,20803
GREATER BALTIMORE MEDICAL CENTER,210044,17482,16449
HARBOR HOSPITAL,210034,20185,18974
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,19660,18481
JOHNS HOPKINS HOSPITAL THE,210009,33407,31299
SAINT AGNES HOSPITAL,210011,16823,15813
SINAI HOSPITAL OF BALTIMORE,210012,26087,24522
UNION MEMORIAL HOSPITAL,210024,25669,24129
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,28025,26456
