providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,20244,19087
GOOD SAMARITAN HOSPITAL,210056,17343,16303
GREATER BALTIMORE MEDICAL CENTER,210044,13996,13176
HARBOR HOSPITAL,210034,16936,15920
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,29978,28235
JOHNS HOPKINS HOSPITAL THE,210009,41337,38988
MARYLAND GENERAL  HOSPITAL,210038,16456,15469
SAINT AGNES HOSPITAL,210011,22402,21057
SINAI HOSPITAL OF BALTIMORE,210012,13712,12933
UNION MEMORIAL HOSPITAL,210024,15714,14771
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,16671,15784
