providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,21034,19772
FRANKLIN SQUARE HOSPITAL CENTER,210015,19894,18701
GOOD SAMARITAN HOSPITAL,210056,15028,14142
GREATER BALTIMORE MEDICAL CENTER,210044,20752,19517
HARBOR HOSPITAL,210034,15211,14299
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,22242,20987
JOHNS HOPKINS HOSPITAL THE,210009,29322,27613
MARYLAND GENERAL  HOSPITAL,210038,25061,23593
MERCY MEDICAL CENTER INC,210008,14845,13954
SAINT AGNES HOSPITAL,210011,16195,15223
SINAI HOSPITAL OF BALTIMORE,210012,24691,23209
UNION MEMORIAL HOSPITAL,210024,15635,14725
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,32706,30768
