providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,13875,13042
FRANKLIN SQUARE HOSPITAL CENTER,210015,10656,10016
GOOD SAMARITAN HOSPITAL,210056,13474,12710
GREATER BALTIMORE MEDICAL CENTER,210044,13561,12748
HARBOR HOSPITAL,210034,15798,14850
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,17104,16120
JOHNS HOPKINS HOSPITAL THE,210009,16927,15911
MARYLAND GENERAL  HOSPITAL,210038,18075,16990
MERCY MEDICAL CENTER INC,210008,15777,14831
SAINT AGNES HOSPITAL,210011,9840,9249
SINAI HOSPITAL OF BALTIMORE,210012,14370,13508
UNION MEMORIAL HOSPITAL,210024,12302,11564
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,15718,14775
