providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,31077,29286
GOOD SAMARITAN HOSPITAL,210056,48815,46058
GREATER BALTIMORE MEDICAL CENTER,210044,33437,31557
HARBOR HOSPITAL,210034,44828,42347
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,37916,35837
JOHNS HOPKINS HOSPITAL THE,210009,53830,50821
MERCY MEDICAL CENTER INC,210008,39807,37452
SAINT AGNES HOSPITAL,210011,45651,42734
SINAI HOSPITAL OF BALTIMORE,210012,34201,32347
UNION MEMORIAL HOSPITAL,210024,40766,38898
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,69937,65871
