providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,7444,6997
GOOD SAMARITAN HOSPITAL,210056,7769,7361
GREATER BALTIMORE MEDICAL CENTER,210044,7450,7003
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,10064,9519
JOHNS HOPKINS HOSPITAL THE,210009,9494,9076
MERCY MEDICAL CENTER INC,210008,7948,7523
SAINT AGNES HOSPITAL,210011,5857,5506
SINAI HOSPITAL OF BALTIMORE,210012,6760,6354
UNION MEMORIAL HOSPITAL,210024,8308,7810
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,6978,7008
