providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,14030,13188
FRANKLIN SQUARE HOSPITAL CENTER,210015,10151,9551
GOOD SAMARITAN HOSPITAL,210056,9020,8479
GREATER BALTIMORE MEDICAL CENTER,210044,9695,9157
HARBOR HOSPITAL,210034,12338,11598
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,10472,9861
JOHNS HOPKINS HOSPITAL THE,210009,23918,22483
MARYLAND GENERAL  HOSPITAL,210038,10591,9955
MERCY MEDICAL CENTER INC,210008,12026,11409
SAINT AGNES HOSPITAL,210011,9397,8843
SINAI HOSPITAL OF BALTIMORE,210012,11611,10948
UNION MEMORIAL HOSPITAL,210024,12377,11660
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,14683,13832
