providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,44874,42182
GOOD SAMARITAN HOSPITAL,210056,36418,34233
GREATER BALTIMORE MEDICAL CENTER,210044,33886,31932
HARBOR HOSPITAL,210034,57244,53809
JOHNS HOPKINS HOSPITAL THE,210009,73796,69446
MERCY MEDICAL CENTER INC,210008,60844,57194
SAINT AGNES HOSPITAL,210011,50681,47640
SINAI HOSPITAL OF BALTIMORE,210012,74291,69833
UNION MEMORIAL HOSPITAL,210024,55068,51763
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,91112,85870
