providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,5333,5066
GOOD SAMARITAN HOSPITAL,210056,6453,6146
GREATER BALTIMORE MEDICAL CENTER,210044,7303,6865
HARBOR HOSPITAL,210034,5223,4910
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8426,7920
JOHNS HOPKINS HOSPITAL THE,210009,8067,7672
MARYLAND GENERAL  HOSPITAL,210038,6823,6413
MERCY MEDICAL CENTER INC,210008,7897,7423
SAINT AGNES HOSPITAL,210011,5900,5580
SINAI HOSPITAL OF BALTIMORE,210012,6912,6497
UNION MEMORIAL HOSPITAL,210024,5922,5567
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,7842,7372
