providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,14513,13642
FRANKLIN SQUARE HOSPITAL CENTER,210015,17713,16658
GOOD SAMARITAN HOSPITAL,210056,12089,11364
GREATER BALTIMORE MEDICAL CENTER,210044,16804,15796
HARBOR HOSPITAL,210034,16563,15597
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,17301,16287
JOHNS HOPKINS HOSPITAL THE,210009,25172,23836
MARYLAND GENERAL  HOSPITAL,210038,13635,12817
MERCY MEDICAL CENTER INC,210008,11208,10535
SAINT AGNES HOSPITAL,210011,14367,13518
SINAI HOSPITAL OF BALTIMORE,210012,15223,14310
UNION MEMORIAL HOSPITAL,210024,14085,13240
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,12780,12013
