providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,9902,9355
GOOD SAMARITAN HOSPITAL,210056,10641,10002
GREATER BALTIMORE MEDICAL CENTER,210044,10495,9898
HARBOR HOSPITAL,210034,11246,10572
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,11486,10860
JOHNS HOPKINS HOSPITAL THE,210009,21618,20321
MARYLAND GENERAL  HOSPITAL,210038,11900,11186
MERCY MEDICAL CENTER INC,210008,9069,8525
SAINT AGNES HOSPITAL,210011,11718,11014
SINAI HOSPITAL OF BALTIMORE,210012,12466,11718
UNION MEMORIAL HOSPITAL,210024,8355,7854
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,18941,17850
