providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,20374,19172
GOOD SAMARITAN HOSPITAL,210056,22475,21203
HARBOR HOSPITAL,210034,13106,12395
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,26978,25480
JOHNS HOPKINS HOSPITAL THE,210009,41174,38703
MERCY MEDICAL CENTER INC,210008,13393,12752
SAINT AGNES HOSPITAL,210011,23497,22125
SINAI HOSPITAL OF BALTIMORE,210012,16371,15389
UNION MEMORIAL HOSPITAL,210024,31502,29670
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,23195,21803
