providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,7385,6941
GOOD SAMARITAN HOSPITAL,210056,7800,7402
GREATER BALTIMORE MEDICAL CENTER,210044,7900,7426
HARBOR HOSPITAL,210034,7575,7121
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,4861,4668
JOHNS HOPKINS HOSPITAL THE,210009,43980,41458
SAINT AGNES HOSPITAL,210011,8116,7629
SINAI HOSPITAL OF BALTIMORE,210012,7577,7209
UNION MEMORIAL HOSPITAL,210024,12504,11827
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9291,8783
