providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,9480,8911
FRANKLIN SQUARE HOSPITAL CENTER,210015,8579,8091
GOOD SAMARITAN HOSPITAL,210056,7796,7367
GREATER BALTIMORE MEDICAL CENTER,210044,8468,7960
HARBOR HOSPITAL,210034,9668,9088
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8791,8351
JOHNS HOPKINS HOSPITAL THE,210009,13667,12976
MARYLAND GENERAL  HOSPITAL,210038,9346,8785
MERCY MEDICAL CENTER INC,210008,8425,7919
SAINT AGNES HOSPITAL,210011,8481,7972
SINAI HOSPITAL OF BALTIMORE,210012,7562,7108
UNION MEMORIAL HOSPITAL,210024,8192,7701
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,12116,11394
