providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,8935,8399
FRANKLIN SQUARE HOSPITAL CENTER,210015,6929,6528
GOOD SAMARITAN HOSPITAL,210056,6486,6117
GREATER BALTIMORE MEDICAL CENTER,210044,7543,7109
HARBOR HOSPITAL,210034,6852,6490
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7716,7303
JOHNS HOPKINS HOSPITAL THE,210009,13051,12292
MARYLAND GENERAL  HOSPITAL,210038,8532,8020
MERCY MEDICAL CENTER INC,210008,7145,6716
SAINT AGNES HOSPITAL,210011,6822,6440
SINAI HOSPITAL OF BALTIMORE,210012,7800,7370
UNION MEMORIAL HOSPITAL,210024,9795,9244
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9274,8740
