providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,6479,6109
GOOD SAMARITAN HOSPITAL,210056,6657,6258
GREATER BALTIMORE MEDICAL CENTER,210044,6781,6450
HARBOR HOSPITAL,210034,4830,4540
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,6500,6153
JOHNS HOPKINS HOSPITAL THE,210009,9410,8845
MERCY MEDICAL CENTER INC,210008,5087,4782
SAINT AGNES HOSPITAL,210011,6029,5678
SINAI HOSPITAL OF BALTIMORE,210012,7322,6883
UNION MEMORIAL HOSPITAL,210024,7377,6982
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,7918,7598
