providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,9440,8874
FRANKLIN SQUARE HOSPITAL CENTER,210015,11174,10534
GOOD SAMARITAN HOSPITAL,210056,8576,8062
GREATER BALTIMORE MEDICAL CENTER,210044,8185,7694
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,15965,15019
JOHNS HOPKINS HOSPITAL THE,210009,34232,32201
MARYLAND GENERAL  HOSPITAL,210038,9713,9130
SINAI HOSPITAL OF BALTIMORE,210012,8983,8454
UNION MEMORIAL HOSPITAL,210024,8331,7849
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,19293,18142
