providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,8405,7901
GOOD SAMARITAN HOSPITAL,210056,6575,6290
GREATER BALTIMORE MEDICAL CENTER,210044,8232,7765
HARBOR HOSPITAL,210034,8578,8142
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,12445,11738
JOHNS HOPKINS HOSPITAL THE,210009,13478,12714
MERCY MEDICAL CENTER INC,210008,10426,9801
SAINT AGNES HOSPITAL,210011,9192,8665
SINAI HOSPITAL OF BALTIMORE,210012,8528,8016
UNION MEMORIAL HOSPITAL,210024,9620,9004
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9976,9493
