providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,11201,10529
FRANKLIN SQUARE HOSPITAL CENTER,210015,9600,9065
GOOD SAMARITAN HOSPITAL,210056,9159,8609
GREATER BALTIMORE MEDICAL CENTER,210044,10726,10122
HARBOR HOSPITAL,210034,8477,7997
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,10152,9611
JOHNS HOPKINS HOSPITAL THE,210009,12320,11581
MARYLAND GENERAL  HOSPITAL,210038,11605,10936
MERCY MEDICAL CENTER INC,210008,8737,8213
SAINT AGNES HOSPITAL,210011,9871,9329
SINAI HOSPITAL OF BALTIMORE,210012,9180,8658
UNION MEMORIAL HOSPITAL,210024,10364,9740
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,8997,8515
