providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,12657,11975
GOOD SAMARITAN HOSPITAL,210056,8433,7927
GREATER BALTIMORE MEDICAL CENTER,210044,11666,10966
HARBOR HOSPITAL,210034,10972,10314
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,9512,8942
JOHNS HOPKINS HOSPITAL THE,210009,16149,15219
MARYLAND GENERAL  HOSPITAL,210038,15798,14850
MERCY MEDICAL CENTER INC,210008,11008,8463
SAINT AGNES HOSPITAL,210011,11438,10782
SINAI HOSPITAL OF BALTIMORE,210012,9703,9121
