providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,8739,8215
FRANKLIN SQUARE HOSPITAL CENTER,210015,7476,7043
GOOD SAMARITAN HOSPITAL,210056,7801,7350
GREATER BALTIMORE MEDICAL CENTER,210044,9310,8770
HARBOR HOSPITAL,210034,9587,8990
JAMES LAWRENCE KERNAN HOSPITAL INC,210058,13642,12824
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,9590,9015
JOHNS HOPKINS HOSPITAL THE,210009,11071,10445
MARYLAND GENERAL  HOSPITAL,210038,8638,8119
MERCY MEDICAL CENTER INC,210008,8506,7996
SAINT AGNES HOSPITAL,210011,8921,8396
SINAI HOSPITAL OF BALTIMORE,210012,8451,7955
UNION MEMORIAL HOSPITAL,210024,7211,6800
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,8947,8464
