providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,10967,10309
FRANKLIN SQUARE HOSPITAL CENTER,210015,6960,6591
GOOD SAMARITAN HOSPITAL,210056,7215,6828
GREATER BALTIMORE MEDICAL CENTER,210044,7032,6652
HARBOR HOSPITAL,210034,8537,8071
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8054,7587
JOHNS HOPKINS HOSPITAL THE,210009,8530,8064
MARYLAND GENERAL  HOSPITAL,210038,11300,10622
MERCY MEDICAL CENTER INC,210008,6986,6567
SAINT AGNES HOSPITAL,210011,6710,6315
SINAI HOSPITAL OF BALTIMORE,210012,6816,6464
UNION MEMORIAL HOSPITAL,210024,7395,6988
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,6492,6134
