providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,11223,10550
FRANKLIN SQUARE HOSPITAL CENTER,210015,8075,7616
GOOD SAMARITAN HOSPITAL,210056,7578,7173
GREATER BALTIMORE MEDICAL CENTER,210044,7866,7457
HARBOR HOSPITAL,210034,9464,8924
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7933,7514
JOHNS HOPKINS HOSPITAL THE,210009,14006,13215
MARYLAND GENERAL  HOSPITAL,210038,10177,9566
MERCY MEDICAL CENTER INC,210008,7064,6640
SAINT AGNES HOSPITAL,210011,6841,6459
SINAI HOSPITAL OF BALTIMORE,210012,10730,10136
UNION MEMORIAL HOSPITAL,210024,8343,7976
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,8140,7767
