city,avgCoveredCharges,averagePayments
ATLANTIC CITY,47392,6762
BAYONNE,97058,5279
BELLEVILLE,44231,5834
BERLIN,35925,4919
BRICK,36321,4742
CAMDEN,36797,6777
CAPE MAY COURT,19756,4775
DENVILLE,33717,5032
EAST ORANGE,34449,5834
EDISON,34826,5792
ELIZABETH,30797,6324
ELMER,27179,4619
ENGLEWOOD,31057,5932
FREEHOLD,28342,4828
HACKENSACK,74986,6689
HACKETTSTOWN,31210,5770
HAMILTON,36694,4628
HOBOKEN,28897,6939
HOLMDEL,33812,4625
JERSEY CITY,46684,7256
LAKEWOOD,41718,5074
LIVINGSTON,71523,7861
LONG BRANCH,40424,6356
MANAHAWKIN,33342,4622
MONTCLAIR,33449,6505
MORRISTOWN,29466,6030
MOUNT HOLLY,42293,4729
NEPTUNE,52006,5411
NEW BRUNSWICK,57416,6687
NEWARK,39002,8764
NEWTON,42116,5392
NORTH BERGEN,44010,6454
PASSAIC,31680,5917
PATERSON,37953,7058
PERTH AMBOY,48851,6147
PHILLIPSBURG,43334,5717
POMPTON PLAINS,36970,5090
PRINCETON,23792,5349
RAHWAY,53510,4665
RED BANK,44109,4626
RIDGEWOOD,30608,5444
SALEM,28810,4863
SOMERS POINT,43702,4845
SOMERVILLE,58053,4859
STRATFORD,43498,6157
SUMMIT,53178,6387
TEANECK,29674,5554
TOMS RIVER,35726,4760
TRENTON,73532,6335
VINELAND,42333,5380
WILLINGBORO,37202,4857
WOODBURY,48381,4948
