city,avgCoveredCharges,averagePayments
ATLANTIC CITY,58830,6768
BELLEVILLE,45082,6448
BERLIN,48046,6523
BRICK,47355,5111
CAMDEN,44097,6826
CAPE MAY COURT,18487,5279
DENVILLE,39111,5765
EDISON,41977,6177
ELMER,33252,5107
ENGLEWOOD,47851,6748
FLEMINGTON,19947,5738
FREEHOLD,37016,5435
HACKENSACK,48632,6799
HAMILTON,45450,5493
LAKEWOOD,54273,5610
LIVINGSTON,49058,7664
LONG BRANCH,50972,7180
MANAHAWKIN,23509,5111
MONTCLAIR,35246,7254
MORRISTOWN,35221,7153
MOUNT HOLLY,38619,5196
NEPTUNE,46816,6122
NEW BRUNSWICK,60158,7528
NEWARK,29813,8380
NEWTON,54640,6255
NORTH BERGEN,41736,7216
PASSAIC,45279,6667
PATERSON,57372,8205
PENNINGTON,56137,6262
PERTH AMBOY,52160,6779
PHILLIPSBURG,40560,6379
POMPTON PLAINS,24819,5714
PRINCETON,36212,5945
RED BANK,41404,5259
RIDGEWOOD,32664,5954
SALEM,27854,5555
SOMERS POINT,38636,5134
SOMERVILLE,94595,6527
STRATFORD,44812,6747
SUMMIT,26877,6670
TEANECK,31560,5973
TOMS RIVER,42044,5372
TRENTON,58990,6889
VINELAND,31467,5911
WILLINGBORO,49633,5443
WOODBURY,51071,5514
