city,avgCoveredCharges,averagePayments
ATLANTIC CITY,251579,36301
BAYONNE,270409,29441
BELLEVILLE,173950,36957
BERLIN,267964,38896
BRICK,184198,30852
CAMDEN,287412,43645
CAPE MAY COURT,89258,29478
DENVILLE,185502,35647
EAST ORANGE,229606,43939
EDISON,172955,35119
ELIZABETH,259625,44499
ENGLEWOOD,219621,41758
FLEMINGTON,74809,32119
FREEHOLD,139625,31779
HACKENSACK,316443,50150
HAMILTON,235314,31718
HOLMDEL,123150,31012
LIVINGSTON,230908,46400
LONG BRANCH,229190,38341
MANAHAWKIN,104860,30090
MONTCLAIR,137565,38220
MORRISTOWN,151646,39565
MOUNT HOLLY,268463,39564
NEPTUNE,267951,38602
NEW BRUNSWICK,236140,44526
NEWARK,238483,52504
NEWTON,201368,32256
NORTH BERGEN,201606,42867
PASSAIC,117427,36666
PATERSON,223336,48862
PERTH AMBOY,266328,41164
PHILLIPSBURG,168217,35546
POMPTON PLAINS,149540,34480
PRINCETON,162517,36692
RAHWAY,236059,33047
RED BANK,214992,32445
RIDGEWOOD,123569,35553
SOMERS POINT,208431,36369
SOMERVILLE,215822,33747
STRATFORD,230068,39211
SUMMIT,116271,36676
TEANECK,168453,38047
TOMS RIVER,157496,29815
TRENTON,271343,36543
VINELAND,243514,39179
WILLINGBORO,334219,36037
WOODBURY,219188,34275
