city,avgCoveredCharges,averagePayments
ATLANTIC CITY,230897,34865
BELLEVILLE,174120,35401
BERLIN,225362,35258
BRICK,216503,31119
CAMDEN,261796,45758
CAPE MAY COURT,86226,31395
DENVILLE,148227,31162
EAST ORANGE,229505,41029
EDISON,145075,34570
ELIZABETH,205748,40504
ENGLEWOOD,205865,38521
FLEMINGTON,140331,44525
FREEHOLD,138350,32247
HACKENSACK,255449,42455
HAMILTON,236042,30852
HOLMDEL,143167,29642
LAKEWOOD,211377,34756
LIVINGSTON,241553,46352
LONG BRANCH,269168,44982
MANAHAWKIN,111173,30044
MONTCLAIR,183259,40176
MORRISTOWN,177744,40808
NEPTUNE,258824,37304
NEW BRUNSWICK,328611,49999
NEWARK,181615,49575
NORTH BERGEN,211431,50974
PASSAIC,147974,40426
PATERSON,235205,46549
PENNINGTON,578213,62362
PERTH AMBOY,199784,39081
PHILLIPSBURG,173436,38352
POMPTON PLAINS,161220,34613
RAHWAY,202513,28825
RED BANK,247425,31731
RIDGEWOOD,159169,37642
SECAUCUS,602981,55593
SOMERVILLE,349721,50464
STRATFORD,217843,35517
SUMMIT,183129,41783
TEANECK,195596,38725
TOMS RIVER,152353,31341
TRENTON,446585,43123
VINELAND,227452,36849
WILLINGBORO,294347,34195
WOODBURY,264964,35361
