city,avgCoveredCharges,averagePayments
ATLANTIC CITY,78089,8538
BAYONNE,162922,18080
BELLEVILLE,49696,8503
BERLIN,58289,7391
BRICK,49963,6893
CAMDEN,60437,9995
CAPE MAY COURT,25923,6820
DENVILLE,50810,7498
EAST ORANGE,50482,11328
EDISON,51653,8205
ELIZABETH,53143,9612
ELMER,51382,6926
ENGLEWOOD,57269,8860
FLEMINGTON,27205,7848
FREEHOLD,39713,7301
HACKENSACK,61403,9277
HACKETTSTOWN,61821,7648
HAMILTON,53932,6884
HOBOKEN,65840,11028
HOLMDEL,46919,6838
JERSEY CITY,75429,10845
LAKEWOOD,61380,7645
LIVINGSTON,59325,10052
LONG BRANCH,69721,9710
MANAHAWKIN,34432,6834
MONTCLAIR,46383,9762
MORRISTOWN,40812,9444
MOUNT HOLLY,60788,7630
NEPTUNE,80816,8337
NEW BRUNSWICK,70313,10034
NEWARK,58767,12878
NEWTON,65256,7808
NORTH BERGEN,54441,9994
PASSAIC,54278,9098
PATERSON,62660,10752
PERTH AMBOY,58565,9176
PHILLIPSBURG,67588,8267
POMPTON PLAINS,44200,7701
PRINCETON,40554,7874
RAHWAY,82635,7105
RED BANK,59903,7056
RIDGEWOOD,35410,7746
SALEM,44301,7484
SOMERS POINT,58205,7257
SOMERVILLE,97190,8298
STRATFORD,57859,9056
SUMMIT,37184,8882
TEANECK,39523,8330
TOMS RIVER,51603,6943
TRENTON,96214,9422
VINELAND,58670,8093
WILLINGBORO,53305,7298
WOODBURY,60444,7402
