city,avgCoveredCharges,averagePayments
ATLANTIC CITY,176250,22850
BAYONNE,291819,20463
BELLEVILLE,103816,22389
BERLIN,172351,22462
BRICK,135003,18752
BROWNS MILLS,115961,21522
CAMDEN,170234,27092
CAPE MAY COURT,77378,18860
DENVILLE,161642,20812
EDISON,130742,21465
ELIZABETH,125930,24621
ENGLEWOOD,165052,25555
FREEHOLD,99157,19003
HACKENSACK,117916,23943
HAMILTON,123751,18072
HOLMDEL,102782,18060
JERSEY CITY,156758,25432
LAKEWOOD,115186,19822
LIVINGSTON,133952,26304
LONG BRANCH,138694,24674
MONTCLAIR,107314,26191
MORRISTOWN,86939,22762
MOUNT HOLLY,157021,20730
NEPTUNE,126499,21784
NEW BRUNSWICK,156530,26669
NEWARK,106408,32220
NORTH BERGEN,115346,26772
PASSAIC,104055,23543
PATERSON,173740,28546
PERTH AMBOY,143418,24788
POMPTON PLAINS,94588,20078
PRINCETON,115514,25064
RAHWAY,206563,20885
RED BANK,116037,18877
RIDGEWOOD,115405,26200
SOMERS POINT,138788,20807
STRATFORD,160871,25472
SUMMIT,107547,24212
TEANECK,109893,21352
TOMS RIVER,104605,18203
VINELAND,131038,21244
WOODBURY,158413,23121
