city,avgCoveredCharges,averagePayments
BARABOO,15325,3702
BELOIT,11764,3270
BROOKFIELD,13299,3113
BURLINGTON,13464,3118
EAU CLAIRE,13481,3383
FOND DU LAC,13952,3317
JANESVILLE,13293,3565
KENOSHA,15798,3443
LA CROSSE,11639,3659
MADISON,13061,4360
MARINETTE,11662,3295
MARSHFIELD,9838,3931
MEQUON,13651,3112
MILWAUKEE,13815,4334
OCONOMOWOC,15290,3109
OSHKOSH,7146,3580
PORTAGE,8678,3883
RACINE,11592,3941
WAUKESHA,16705,3743
WAUSAU,11904,3872
WEST ALLIS,21184,3961
WEST BEND,13083,3109
WESTON,7621,3273
