city,avgCoveredCharges,averagePayments
APPLETON,16286,10800
BARABOO,25763,9532
BEAVER DAM,31347,9551
BELOIT,54569,13894
BROOKFIELD,33779,11761
BURLINGTON,26269,10022
CHIPPEWA FALLS,24738,11970
EAU CLAIRE,39800,14124
ELKHORN,36347,12170
FOND DU LAC,30570,11208
FORT ATKINSON,22607,11009
FRANKLIN,41169,11828
GRAFTON,37900,11131
GREEN BAY,27598,11488
HARTFORD,30895,11009
JANESVILLE,37747,12420
KENOSHA,36018,12087
LA CROSSE,28504,12254
MADISON,49281,16810
MANITOWOC,24998,10675
MARINETTE,29630,11090
MARSHFIELD,38825,14993
MENOMONEE FALLS,28692,10816
MEQUON,31177,10919
MILWAUKEE,44003,15532
MONROE,32468,11016
NEENAH,21680,11588
OCONOMOWOC,36244,13222
OSHKOSH,23145,10810
PORTAGE,28977,13394
RACINE,23559,12585
RHINELANDER,25638,12224
RICE LAKE,18187,10265
SHEBOYGAN,27540,10788
STEVENS POINT,23054,10891
SUMMIT,27906,10255
TWO RIVERS,25027,13607
WATERTOWN,31053,12890
WAUKESHA,32874,11772
WAUSAU,30249,12212
WEST ALLIS,33198,11143
WEST BEND,28046,10123
WESTON,25040,11795
WISCONSIN RAPID,18014,11928
WOODRUFF,26804,12882
