city,avgCoveredCharges,averagePayments
APPLETON,21703,10745
BARABOO,36298,12493
BEAVER DAM,38665,11246
BELOIT,42861,10720
BROOKFIELD,43073,10575
BURLINGTON,38475,10562
CHIPPEWA FALLS,40469,12587
EAU CLAIRE,35142,11328
ELKHORN,44432,12025
FOND DU LAC,35446,11203
FORT ATKINSON,29495,10977
GREEN BAY,33639,10635
HARTFORD,36308,10453
JANESVILLE,42127,12006
KENOSHA,41130,12068
LA CROSSE,33736,12210
MADISON,43634,14842
MANITOWOC,39762,10554
MARINETTE,43110,11892
MARSHFIELD,45780,14871
MENOMONEE FALLS,36075,10386
MEQUON,39577,10444
MILWAUKEE,43733,14402
NEENAH,16712,10314
OCONOMOWOC,35619,10148
OSHKOSH,29316,10555
PORTAGE,40674,13819
RACINE,29782,12147
RHINELANDER,29922,11976
RICE LAKE,22061,10879
SHEBOYGAN,30318,10227
STEVENS POINT,22552,10463
WAUKESHA,35796,11506
WAUSAU,33669,11600
WEST ALLIS,42478,11146
WEST BEND,31019,10356
WESTON,28583,10380
WISCONSIN RAPID,23834,11858
WOODRUFF,36444,13222
