city,avgCoveredCharges,averagePayments
APPLETON,7531,6209
BELOIT,24492,6170
EAU CLAIRE,19090,6438
ELKHORN,16202,6290
GRAFTON,18537,5404
GREEN BAY,12947,6261
JANESVILLE,15610,6592
KENOSHA,21890,6621
LA CROSSE,13474,7080
MADISON,19055,8557
MANITOWOC,13668,5980
MARINETTE,16239,6562
MARSHFIELD,15971,7516
MENOMONEE FALLS,15564,6042
MEQUON,19900,5934
MILWAUKEE,24004,8606
NEENAH,10573,7179
RACINE,14057,6997
RHINELANDER,22266,6973
WAUKESHA,17054,6008
WAUSAU,18081,7028
WEST ALLIS,22991,6309
WEST BEND,15431,6054
WOODRUFF,18284,7588
