city,avgCoveredCharges,averagePayments
ARLINGTON HEIGH,15018,3743
BELLEVILLE,15764,3737
BERWYN,13885,4785
BLUE ISLAND,11427,4063
CENTRALIA,8879,3613
CHICAGO,16150,5564
DECATUR,13536,3607
DEKALB,19854,3612
DOWNERS GROVE,16132,3516
ELGIN,17729,3948
ELMHURST,23518,3515
EVANSTON,16600,4729
EVERGREEN PARK,14981,4907
GENEVA,21735,3535
HARVEY,17357,4258
HAZEL CREST,15440,4922
HERRIN,11463,3483
HOFFMAN ESTATES,20031,3724
JOLIET,19601,4342
KANKAKEE,14965,4300
LIBERTYVILLE,15344,4216
MAYWOOD,9817,6831
MELROSE PARK,28018,3641
NAPERVILLE,16329,3755
NEW LENOX,14068,4216
OAK LAWN,18542,4876
OAK PARK,17722,5273
OLYMPIA FIELDS,13183,4844
PALOS HEIGHTS,17849,3515
PEORIA,14452,3759
ROCK ISLAND,9245,3617
ROCKFORD,15125,3995
SKOKIE,16166,4139
WAUKEGAN,20826,5501
WINFIELD,21408,4491
