city,avgCoveredCharges,averagePayments
ALTON,32090,8486
ARLINGTON HEIGH,29586,9003
AURORA,50653,10150
BELLEVILLE,30192,8705
BERWYN,41470,12367
BLUE ISLAND,27463,10556
CHICAGO,48633,14870
DANVILLE,42662,9046
DECATUR,24970,9248
EFFINGHAM,15588,8374
ELK GROVE VILLA,34072,9166
ELMHURST,47969,10491
EVANSTON,30502,10164
EVERGREEN PARK,34788,9721
GENEVA,40468,9112
HARVEY,26825,9930
HAZEL CREST,27064,10420
HOFFMAN ESTATES,46408,9897
JOLIET,42966,9679
KANKAKEE,42284,10402
LA GRANGE,52309,10344
LIBERTYVILLE,44771,9623
MARYVILLE,23833,8730
MAYWOOD,34897,16162
NAPERVILLE,36103,9177
NEW LENOX,25659,11185
OAK LAWN,34502,12118
OLYMPIA FIELDS,54070,12891
PALOS HEIGHTS,36060,9179
PARK RIDGE,37750,11702
PEKIN,31902,8179
PEORIA,42654,10938
QUINCY,46021,13281
ROCK ISLAND,20596,8878
SPRINGFIELD,29406,10801
STERLING,29851,8564
URBANA,38102,10165
WINFIELD,46299,8834
