city,avgCoveredCharges,averagePayments
BELLEVILLE,43033,11317
BLUE ISLAND,40555,13436
CARBONDALE,29680,12556
CENTRALIA,36627,11390
CHICAGO,76897,20220
DECATUR,35678,12074
DOWNERS GROVE,84932,13826
ELGIN,79112,16555
ELK GROVE VILLA,65709,14069
ELMHURST,54323,17806
EVANSTON,65615,16370
EVERGREEN PARK,46476,14180
HARVEY,33300,12679
HAZEL CREST,31379,13776
HOFFMAN ESTATES,66677,12599
JOLIET,55669,12646
KANKAKEE,65170,14513
LA GRANGE,59824,13325
LIBERTYVILLE,74174,14005
MAYWOOD,70232,22630
MCHENRY,34947,13622
MELROSE PARK,85953,20845
NAPERVILLE,65972,21345
NEW LENOX,41707,12311
OAK LAWN,57357,16590
OAK PARK,67161,17567
OLYMPIA FIELDS,50332,16071
PALOS HEIGHTS,43003,11570
PARK RIDGE,48605,17029
PEORIA,44767,13144
QUINCY,57147,14100
ROCK ISLAND,23557,11212
ROCKFORD,47520,12338
SPRINGFIELD,42418,13086
URBANA,54808,14748
WAUKEGAN,96161,13898
WINFIELD,73949,11607
