city,avgCoveredCharges,averagePayments
BLOOMINGTON,45094,12583
CLARKSVILLE,31634,9761
COLUMBUS,24834,12175
CROWN POINT,44189,11669
EVANSVILLE,49352,11608
FORT WAYNE,64152,12763
GARY,52563,13971
HOBART,31338,12247
INDIANAPOLIS,47513,13004
JASPER,23232,11021
JEFFERSONVILLE,35153,11787
LAFAYETTE,52757,12250
MICHIGAN CITY,37044,12031
MISHAWAKA,57608,16685
MUNCIE,53003,13660
MUNSTER,40541,12211
NEW ALBANY,26553,11076
NEWBURGH,30500,10219
RICHMOND,41547,43834
SOUTH BEND,42116,13192
TERRE HAUTE,45185,12483
VALPARAISO,81789,12160
VINCENNES,22917,10588
