city,avgCoveredCharges,averagePayments
ANDERSON,11788,3714
BEECH GROVE,12657,3735
BLOOMINGTON,15378,3728
COLUMBUS,13938,4581
CROWN POINT,11963,3589
DYER,8720,3755
EAST CHICAGO,8110,4240
ELKHART,10938,3804
EVANSVILLE,15078,3466
FORT WAYNE,11945,3763
GARY,9922,4499
HAMMOND,11300,4246
HOBART,12562,3822
INDIANAPOLIS,15539,5112
JEFFERSONVILLE,9637,3606
LAWRENCEBURG,11173,3550
MISHAWAKA,12579,4395
MUNCIE,18056,4278
MUNSTER,10905,3786
NEW ALBANY,9498,3404
RICHMOND,5602,4112
SOUTH BEND,11539,4843
TERRE HAUTE,10487,3775
VALPARAISO,14348,3707
VINCENNES,5421,3335
