city,avgCoveredCharges,averagePayments
ANDERSON,11127,4260
AUBURN,12976,4316
AVON,14086,3846
BEECH GROVE,14952,3882
BLOOMINGTON,9946,4035
BLUFFTON,11459,3768
CHARLESTOWN,8924,3843
COLUMBUS,12999,5179
CRAWFORDSVILLE,12865,4125
CROWN POINT,12589,4017
DANVILLE,11810,3774
DYER,12467,4213
EAST CHICAGO,13617,4726
ELKHART,12549,3946
EVANSVILLE,12977,3789
FORT WAYNE,15245,4165
GARY,8982,4817
GOSHEN,11480,3884
HAMMOND,10912,4666
HOBART,11733,4125
HUNTINGTON,13216,4795
INDIANAPOLIS,15565,4803
JASPER,7234,3522
JEFFERSONVILLE,9925,3943
KNOX,13212,4418
KOKOMO,10774,3710
LA PORTE,17069,3699
LAFAYETTE,14627,4531
LAWRENCEBURG,9814,3856
LEBANON,11554,4469
LOGANSPORT,12035,5378
MADISON,8748,3873
MARION,9100,4150
MICHIGAN CITY,13188,4010
MISHAWAKA,13394,4624
MUNCIE,18334,5195
MUNSTER,13070,4085
NEW ALBANY,12470,3737
NEW CASTLE,15117,4376
NEWBURGH,10544,3368
NOBLESVILLE,12188,3802
PLYMOUTH,11306,4106
RICHMOND,8182,4482
SEYMOUR,11197,4196
SHELBYVILLE,15392,4114
SOUTH BEND,16786,4763
TERRE HAUTE,12211,4134
VALPARAISO,15618,4043
VINCENNES,9804,3575
WARSAW,13873,3823
WASHINGTON,6886,3997
