city,avgCoveredCharges,averagePayments
ANDERSON,13952,5585
AVON,18687,6206
BEECH GROVE,17389,4638
BLOOMINGTON,12583,4773
BLUFFTON,16852,4284
COLUMBUS,14320,5478
CROWN POINT,22073,6156
DANVILLE,18236,4558
DYER,21357,5060
ELKHART,16409,4979
EVANSVILLE,18807,4582
FORT WAYNE,19120,4990
GARY,18452,5620
GOSHEN,14740,5658
GREENFIELD,12373,4481
HAMMOND,19227,6381
HOBART,20783,4912
INDIANAPOLIS,20417,6016
JEFFERSONVILLE,16610,4692
KOKOMO,19029,4919
LA PORTE,17858,4443
LAFAYETTE,24782,4582
LAWRENCEBURG,14360,4662
LOGANSPORT,13724,6352
MADISON,13583,4589
MARION,12350,4766
MICHIGAN CITY,14679,4727
MISHAWAKA,16260,5418
MUNCIE,19768,5248
MUNSTER,19847,5165
NEW ALBANY,15272,4489
NEW CASTLE,12486,5273
NOBLESVILLE,16800,4569
RICHMOND,11012,5389
SEYMOUR,16291,5015
SHELBYVILLE,17519,5541
SOUTH BEND,16171,5732
TERRE HAUTE,19891,5022
VALPARAISO,28330,4888
VINCENNES,12148,4291
WARSAW,18769,4854
WASHINGTON,8774,4902
