city,avgCoveredCharges,averagePayments
ANDERSON,42467,12620
AVON,44739,13290
BEECH GROVE,37400,11234
BLOOMINGTON,26931,11456
BLUFFTON,37630,9861
CARMEL,39885,10853
COLUMBUS,25614,12262
CONNERSVILLE,26259,11433
CROWN POINT,36218,11073
DANVILLE,25394,11382
DYER,37246,11405
EAST CHICAGO,29152,12973
ELKHART,34779,11156
EVANSVILLE,37265,11112
FORT WAYNE,40461,12439
FRANKLIN,27764,10193
GARY,36535,13696
GOSHEN,31687,10249
GREENFIELD,20639,9338
HAMMOND,46069,13630
HOBART,32784,11276
INDIANAPOLIS,40727,13997
JASPER,18028,9593
JEFFERSONVILLE,27986,10808
KOKOMO,30305,10330
LA PORTE,56883,12305
LAFAYETTE,39333,11197
LAWRENCEBURG,29245,10248
LEBANON,33186,11404
LOGANSPORT,23476,13906
MADISON,27988,10479
MARION,25551,10941
MARTINSVILLE,29248,10666
MICHIGAN CITY,40116,12853
MISHAWAKA,33306,12268
MUNCIE,39281,12555
MUNSTER,37682,11736
NEW ALBANY,37767,10533
NEW CASTLE,38124,11914
NOBLESVILLE,28172,11547
PLYMOUTH,25207,12233
RICHMOND,22297,12130
SEYMOUR,29233,11790
SHELBYVILLE,32112,11138
SOUTH BEND,43475,12502
TERRE HAUTE,39757,11575
VALPARAISO,42167,11745
VINCENNES,20706,9868
WARSAW,40251,10325
WASHINGTON,14574,9759
