city,avgCoveredCharges,averagePayments
ADA,7961,5844
ALTUS,10679,4199
ANTLERS,5161,4523
ARDMORE,18326,4497
BARTLESVILLE,10141,4280
BLACKWELL,15251,4830
BRISTOW,11510,4682
BROKEN ARROW,13244,3770
CHICKASHA,12084,4572
CLAREMORE,18260,4362
CLINTON,8938,4160
CUSHING,14331,4728
DUNCAN,13256,4515
DURANT,28260,4582
EL RENO,18125,4081
ENID,23794,4506
GROVE,12719,4199
HENRYETTA,11328,4965
HUGO,9206,4387
IDABEL,7127,4318
LAWTON,13198,4787
MCALESTER,13007,3988
MIAMI,12206,4041
MIDWEST CITY,23396,3953
MUSKOGEE,13182,5870
NORMAN,23055,4113
OKLAHOMA CITY,20628,5002
OKMULGEE,7719,4685
OWASSO,13393,3743
PAULS VALLEY,11006,4123
PONCA CITY,15245,4128
POTEAU,10779,4167
PRYOR,10082,5080
PURCELL,4648,4288
SALLISAW,5996,4671
SEMINOLE,7932,4058
SHAWNEE,11381,4307
STILLWATER,7626,4087
STILWELL,4924,4343
TAHLEQUAH,8382,4033
TULSA,14141,4699
VINITA,11154,4260
WAGONER,9962,5457
WOODWARD,13076,4312
YUKON,24540,4399
