city,avgCoveredCharges,averagePayments
ADA,15106,5949
ALTUS,16990,5920
ARDMORE,18758,6277
BARTLESVILLE,12571,5742
CHICKASHA,11049,6551
CLAREMORE,25800,6009
CUSHING,17601,7970
DUNCAN,14477,5435
DURANT,48712,6578
ENID,31222,6360
GROVE,13578,5683
IDABEL,8610,5544
LAWTON,16965,6217
MCALESTER,19424,5812
MIAMI,13549,5618
MIDWEST CITY,36208,5640
MUSKOGEE,20043,5992
NORMAN,26658,5688
OKLAHOMA CITY,26753,6822
PERRY,10094,7447
PONCA CITY,25765,5899
POTEAU,12825,5993
SHAWNEE,12117,5964
STILLWATER,16402,6327
STILWELL,7077,5850
TAHLEQUAH,9481,5509
TULSA,20022,6520
VINITA,9514,5684
WOODWARD,25337,6136
YUKON,27166,5653
