city,avgCoveredCharges,averagePayments
AIKEN,21000,6596
ANDERSON,36304,7500
BAMBERG,9474,8894
BEAUFORT,18140,6783
BENNETTSVILLE,18932,5909
CAMDEN,15920,5813
CHARLESTON,25486,7114
CHERAW,22268,5627
CHESTER,14039,5878
CLINTON,21366,6224
COLUMBIA,25556,7012
CONWAY,27198,6585
DILLON,17908,6100
EASLEY,17083,5742
FLORENCE,33096,6493
GAFFNEY,25999,5598
GEORGETOWN,18818,6242
GREENVILLE,26086,6802
GREENWOOD,23427,8819
GREER,16553,6746
HARTSVILLE,24212,6312
HILTON HEAD ISL,26272,8178
LANCASTER,45261,6135
LORIS,18880,6320
MANNING,12102,5978
MOUNT PLEASANT,37254,5685
MULLINS,18195,5804
MURRELLS INLET,16941,5185
MYRTLE BEACH,22996,5960
NEWBERRY,16683,7192
ORANGEBURG,22908,7153
ROCK HILL,17112,6180
SENECA,19191,6023
SIMPSONVILLE,17279,5681
SPARTANBURG,23329,6737
SUMTER,13427,6240
UNION,19140,6026
WALTERBORO,19133,5970
WEST COLUMBIA,28523,6055
