city,avgCoveredCharges,averagePayments
AKRON,88784,20990
ALLIANCE,21109,16325
BARBERTON,123885,21023
CANTON,30162,16715
CHILLICOTHE,48550,20165
CINCINNATI,73379,22852
CLEVELAND,84366,24277
COLUMBUS,66012,22682
CONCORD,39094,15932
DAYTON,93426,22566
FAIRFIELD,50191,16674
GARFIELD HEIGHT,65378,15873
KETTERING,61986,18243
LAKEWOOD,65692,17437
LANCASTER,57358,19261
LIMA,68524,20165
LORAIN,55030,17522
MARIETTA,38568,15866
MAYFIELD HEIGHT,63296,17832
MIDDLEBURG HEIG,53932,15918
PARMA,26324,15674
PORTSMOUTH,51627,19848
SANDUSKY,42841,18078
SPRINGFIELD,50341,18261
STEUBENVILLE,27471,16242
TOLEDO,97634,23934
WARRENSVILLE HE,62659,18639
WESTERVILLE,48426,19019
WESTLAKE,43602,17581
YOUNGSTOWN,70899,19024
ZANESVILLE,48173,18333
