providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,16913,10001
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,21880,11180
CONEY ISLAND HOSPITAL,330196,20051,10853
INTERFAITH MEDICAL CENTER,330397,18261,10377
KINGS COUNTY HOSPITAL CENTER,330202,18046,11982
KINGSBROOK JEWISH MEDICAL CENTER,330201,28800,8332
LONG ISLAND COLLEGE HOSPITAL,330152,20071,9555
LUTHERAN MEDICAL CENTER,330306,13824,10123
MAIMONIDES MEDICAL CENTER,330194,32410,10622
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,14095,7999
NEW YORK METHODIST HOSPITAL,330236,18467,9065
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,13094,11056
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,10267,10559
WYCKOFF HEIGHTS MEDICAL CENTER,330221,17774,10074
