providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,18040,12682
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,25800,13321
CONEY ISLAND HOSPITAL,330196,20037,13030
INTERFAITH MEDICAL CENTER,330397,31687,13291
KINGS COUNTY HOSPITAL CENTER,330202,10925,13258
KINGSBROOK JEWISH MEDICAL CENTER,330201,30981,10079
LONG ISLAND COLLEGE HOSPITAL,330152,31229,11888
LUTHERAN MEDICAL CENTER,330306,15303,12426
MAIMONIDES MEDICAL CENTER,330194,55929,13969
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,18921,10033
NEW YORK METHODIST HOSPITAL,330236,20207,11192
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,16521,13206
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,12107,13105
WYCKOFF HEIGHTS MEDICAL CENTER,330221,25059,12260
