providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,24157,14830
CONEY ISLAND HOSPITAL,330196,23404,15625
KINGS COUNTY HOSPITAL CENTER,330202,17661,16072
KINGSBROOK JEWISH MEDICAL CENTER,330201,32246,11630
LONG ISLAND COLLEGE HOSPITAL,330152,44885,16282
LUTHERAN MEDICAL CENTER,330306,21767,14594
MAIMONIDES MEDICAL CENTER,330194,50665,15838
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,23435,11841
NEW YORK METHODIST HOSPITAL,330236,33345,13560
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,29662,19588
