providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,28449,14089
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,26932,15066
CONEY ISLAND HOSPITAL,330196,18464,13930
LONG ISLAND COLLEGE HOSPITAL,330152,42430,14699
LUTHERAN MEDICAL CENTER,330306,19151,13890
MAIMONIDES MEDICAL CENTER,330194,68153,16938
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,18081,10837
NEW YORK METHODIST HOSPITAL,330236,25421,12309
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,22289,15609
WYCKOFF HEIGHTS MEDICAL CENTER,330221,22959,11747
