providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,33271,14762
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,27482,14864
CONEY ISLAND HOSPITAL,330196,23836,15542
INTERFAITH MEDICAL CENTER,330397,35560,14886
KINGS COUNTY HOSPITAL CENTER,330202,17595,15296
KINGSBROOK JEWISH MEDICAL CENTER,330201,44074,11409
LONG ISLAND COLLEGE HOSPITAL,330152,56363,15387
LUTHERAN MEDICAL CENTER,330306,20718,14283
MAIMONIDES MEDICAL CENTER,330194,44820,14644
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,15932,10851
NEW YORK METHODIST HOSPITAL,330236,28482,12818
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,22234,15534
WYCKOFF HEIGHTS MEDICAL CENTER,330221,27841,13909
