providerName,providerNationalID,avgCoveredCharges,averagePayments
BROOKDALE HOSPITAL MEDICAL CENTER,330233,21926,12825
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,330056,23484,13161
CONEY ISLAND HOSPITAL,330196,19514,12783
INTERFAITH MEDICAL CENTER,330397,28321,13137
KINGS COUNTY HOSPITAL CENTER,330202,16151,14435
KINGSBROOK JEWISH MEDICAL CENTER,330201,33428,10164
LONG ISLAND COLLEGE HOSPITAL,330152,26896,11849
LUTHERAN MEDICAL CENTER,330306,18191,12482
MAIMONIDES MEDICAL CENTER,330194,40921,13002
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN INC.,330019,18543,9787
NEW YORK METHODIST HOSPITAL,330236,26502,11412
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),330350,19165,13322
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,330396,15362,12950
WYCKOFF HEIGHTS MEDICAL CENTER,330221,27303,12354
